elem_index,treatment,period_calendar,treatment_qty,treatment_comment,treatment_reason
11979,ac_resurf,2019,3790.8,"SMA, function: R, on date: 2019-04-05",committed-7_100103_3993_R1
11980,cs_resurf,2019,567,"B/S, function: 2, on date: 2019-03-12",committed-7_100103_4695_R1
11995,cs_resurf,2019,13770,"2CHIP, function: R, on date: 2020-01-15",committed-8_782_0_All
11996,cs_resurf,2019,7820,"2CHIP, function: R, on date: 2020-01-15",committed-8_782_1620_All
11997,cs_resurf,2019,2125,"2CHIP, function: R, on date: 2020-01-15",committed-8_782_2540_All
12000,cs_resurf,2019,1615,"2CHIP, function: R, on date: 2020-01-15",committed-8_782_3060_All
12008,cs_resurf,2019,1530,"2CHIP, function: R, on date: 2019-11-04",committed-8_782_8640_All
12081,cs_rehab,2019,1700,"1CHIP, function: 1, on date: 2019-12-12",committed-8_789_630_All
12083,cs_rehab,2019,2465,"1CHIP, function: 1, on date: 2019-12-12",committed-8_789_1300_All
12090,cs_resurf,2019,6000,"2CHIP, function: R, on date: 2020-01-16",committed-8_789_3550_All
12091,cs_resurf,2019,12400,"2CHIP, function: R, on date: 2020-01-16",committed-8_789_4150_All
12092,cs_resurf,2019,2400,"2CHIP, function: R, on date: 2020-01-16",committed-8_789_5390_All
12094,cs_resurf,2019,1700,"2CHIP, function: R, on date: 2020-01-17",committed-8_789_5690_All
12099,cs_resurf,2019,6375,"2CHIP, function: R, on date: 2019-02-12",committed-8_789_8460_All
12110,ac_resurf,2019,2100,"AC, function: R, on date: 2019-11-18",committed-8_791_2960_All
12128,cs_resurf,2019,8600,"2CHIP, function: R, on date: 2020-01-20",committed-8_796_650_All
12132,cs_resurf,2019,1634,"2CHIP, function: R, on date: 2019-03-15",committed-8_797_0_All
12134,cs_resurf,2019,11524,"2CHIP, function: R, on date: 2019-03-15",committed-8_797_400_All
12136,cs_resurf,2019,3956,"2CHIP, function: R, on date: 2019-03-15",committed-8_797_2040_All
12167,cs_resurf,2019,19241,"2CHIP, function: R, on date: 2020-01-20",committed-8_816_240_All
12198,cs_resurf,2019,2890,"2CHIP, function: R, on date: 2020-01-21",committed-8_817_10100_All
12201,cs_resurf,2019,22194,"2CHIP, function: R, on date: 2020-01-22",committed-8_817_11830_All
12206,cs_rehab,2019,9440,"2CHIP, function: 1, on date: 2019-12-02",committed-8_818_550_All
12208,cs_resurf,2019,17600,"2CHIP, function: R, on date: 2020-01-21",committed-8_818_1900_All
12252,cs_resurf,2019,8080,"2CHIP, function: R, on date: 2019-11-14",committed-8_820_10590_All
12254,cs_resurf,2019,8346,"2CHIP, function: R, on date: 2020-01-31",committed-8_820_12530_All
12260,cs_resurf,2019,2923,"2CHIP, function: R, on date: 2019-11-13",committed-8_821_1510_All
12282,cs_resurf,2019,7990,"2CHIP, function: R, on date: 2019-11-14",committed-8_822_6570_All
12336,ac_resurf,2019,714,"AC, function: R, on date: 2019-11-25",committed-8_826_2580_L1
12337,ac_resurf,2019,714,"AC, function: R, on date: 2019-11-25",committed-8_826_2580_R1
12348,cs_resurf,2019,1105,"2CHIP, function: R, on date: 2019-11-06",committed-8_916_6820_All
12349,cs_resurf,2019,4505,"2CHIP, function: R, on date: 2019-11-06",committed-8_916_6950_All
12350,cs_resurf,2019,1445,"2CHIP, function: R, on date: 2019-11-12",committed-8_916_7480_All
12357,cs_resurf,2019,2550,"2CHIP, function: R, on date: 2019-11-05",committed-8_916_10420_All
12405,cs_resurf,2019,3392,"2CHIP, function: R, on date: 2019-11-11",committed-8_921_2970_All
12406,cs_resurf,2019,12224,"2CHIP, function: R, on date: 2019-11-12",committed-8_921_3500_All
12409,cs_resurf,2019,2752,"2CHIP, function: R, on date: 2020-01-27",committed-8_921_8060_All
12422,cs_resurf,2019,2205,"2CHIP, function: R, on date: 2020-01-27",committed-8_922_1340_All
12553,cs_rehab,2019,2556,"2CHIP, function: 1, on date: 2019-02-22",committed-8_938_16960_All
12690,cs_resurf,2019,1296,"2CHIP, function: R, on date: 2019-11-28",committed-8_949_10090_All
12730,cs_resurf,2019,1242,"2CHIP, function: R, on date: 2019-11-29",committed-8_951_3900_All
12766,ac_resurf,2019,720,"AC, function: R, on date: 2019-11-21",committed-8_1632_3270_L1
12776,ac_resurf,2019,591.5,"AC, function: R, on date: 2019-12-04",committed-8_1632_4900_L1
12797,ac_resurf,2019,3060,"AC, function: R, on date: 2019-11-25",committed-8_1633_2750_R1
12809,ac_resurf,2019,494,"AC, function: R, on date: 2019-12-02",committed-8_1633_4900_R1
12846,cs_resurf,2019,7732.5,"3CHIP, function: R, on date: 2020-01-14",committed-8_1656_7069_All
12847,cs_resurf,2019,3000,"3CHIP, function: R, on date: 2020-01-14",committed-8_1656_8100_All
12848,cs_resurf,2019,3825,"3CHIP, function: R, on date: 2020-01-14",committed-8_1656_8500_All
12851,cs_resurf,2019,2152.5,"2CHIP, function: R, on date: 2019-02-11",committed-8_1656_9730_All
12952,cs_rehab,2019,4131,"2CHIP, function: 1, on date: 2019-11-02",committed-8_1674_14560_All
13008,cs_rehab,2019,4482,"1CHIP, function: 1, on date: 2019-12-11",committed-8_2095_17000_All
13035,cs_resurf,2019,825,"1CHIP, function: R, on date: 2020-01-15",committed-8_2587_10200_All
13043,cs_resurf,2019,1875,"2CHIP, function: R, on date: 2020-01-15",committed-8_2587_14370_All
13088,cs_resurf,2019,4875,"2CHIP, function: R, on date: 2020-01-15",committed-8_2589_10500_All
13098,cs_resurf,2019,3600,"2CHIP, function: R, on date: 2019-02-12",committed-8_2608_980_All
13109,cs_resurf,2019,1776,"2CHIP, function: R, on date: 2019-02-15",committed-8_2725_1815_All
13110,cs_rehab,2019,1517,"1CHIP, function: 1, on date: 2019-02-12",committed-8_2725_2055_All
13113,cs_resurf,2019,1110,"2CHIP, function: R, on date: 2019-02-15",committed-8_2725_3280_All
13146,cs_rehab,2019,4760,"1CHIP, function: 1, on date: 2020-01-28",committed-8_3772_10080_All
13167,ac_resurf,2019,516,"AC, function: R, on date: 2019-12-05",committed-8_4013_6410_All
13193,cs_resurf,2019,2175.4,"2CHIP, function: R, on date: 2019-04-03",committed-9_1240_6475_All
13198,cs_resurf,2019,6000,"2CHIP, function: R, on date: 2019-03-29",committed-9_1240_9310_All
13218,cs_resurf,2019,8805.9,"2CHIP, function: 2, on date: 2019-03-26",committed-9_1244_4726_All
13219,cs_resurf,2019,6228.2,"2CHIP, function: 2, on date: 2019-03-26",committed-9_1244_5317_All
13222,cs_resurf,2019,3294,"COMB, function: R, on date: 2019-02-26",committed-9_1244_7200_All
13240,cs_resurf,2019,936,"2CHIP, function: R, on date: 2019-03-26",committed-9_1244_13816_All
13242,cs_resurf,2019,2232,"2CHIP, function: R, on date: 2019-03-15",committed-9_1244_14117_All
13244,cs_resurf,2019,1971,"2CHIP, function: R, on date: 2019-03-15",committed-9_1244_14555_All
13257,cs_resurf,2019,5474,"2CHIP, function: R, on date: 2019-02-26",committed-9_1244_17818_All
13263,cs_resurf,2019,3075.2,"2CHIP, function: R, on date: 2019-04-03",committed-9_1244_19270_All
13269,ac_resurf,2019,1864.8,"SMA, function: R, on date: 2018-12-09",committed-9_1248_197_All
13272,cs_resurf,2019,2349,"COMB, function: R, on date: 2019-02-26",committed-9_1248_688_All
13282,cs_resurf,2019,1462.5,"2CHIP, function: R, on date: 2019-02-26",committed-9_1248_4929_All
13291,cs_resurf,2019,1786.4,"2CHIP, function: 2, on date: 2019-03-16",committed-9_1252_1635_All
13308,cs_resurf,2019,1183.2,"2CHIP, function: R, on date: 2018-12-05",committed-9_1256_9464_All
13335,cs_resurf,2019,2817.9,"2CHIP, function: R, on date: 2019-11-06",committed-9_1396_2716_All
13336,cs_resurf,2019,2743.5,"2CHIP, function: R, on date: 2019-01-17",committed-9_1396_3019_All
13345,cs_resurf,2019,11517,"1CHIP, function: R, on date: 2019-11-05",committed-9_1396_5600_All
13347,ac_resurf,2019,396.8,"SMA, function: R, on date: 2019-11-20",committed-9_1396_6875_All
13363,cs_resurf,2019,3537.8,"2CHIP, function: R, on date: 2019-11-04",committed-9_1398_4612_All
13374,cs_resurf,2019,3772.8,"2CHIP, function: R, on date: 2019-11-04",committed-9_1398_9018_All
13420,ac_resurf,2019,2963.7,"UTA, function: R, on date: 2019-03-23",committed-9_1399_8998_All
13427,ac_resurf,2019,1190.7,"SMA, function: R, on date: 2019-11-26",committed-9_1406_895_All
13498,cs_resurf,2019,5420.8,"2CHIP, function: R, on date: 2018-12-06",committed-9_1446_15662_All
13535,ac_resurf,2019,2803.6,"SMA, function: R, on date: 2019-11-15",committed-9_1516_1052_All
13553,ac_resurf,2019,2818.4,"SMA, function: R, on date: 2019-11-23",committed-9_1519_4484_All
13555,cs_resurf,2019,1794,"OGPA, function: R, on date: 2019-11-24",committed-9_1519_5037_All
13612,cs_resurf,2019,1635.6,"2CHIP, function: R, on date: 2019-02-20",committed-9_1579_2622_All
13625,cs_resurf,2019,2754,"COMB, function: R, on date: 2018-12-13",committed-9_1579_7660_All
13626,cs_resurf,2019,162,"COMB, function: R, on date: 2018-12-13",committed-9_1579_8000_All
13628,cs_resurf,2019,1563.3,"2CHIP, function: R, on date: 2019-04-08",committed-9_1579_8220_All
13638,cs_resurf,2019,1210.4,"2CHIP, function: R, on date: 2019-04-13",committed-9_1579_11970_All
13714,cs_resurf,2019,1636.8,"2CHIP, function: R, on date: 2018-12-08",committed-9_1581_7472_All
13716,cs_resurf,2019,990,"2CHIP, function: R, on date: 2018-12-08",committed-9_1581_7820_All
13721,cs_resurf,2019,897.6,"2CHIP, function: R, on date: 2019-04-08",committed-9_1581_9469_All
13725,cs_resurf,2019,2053.8,"2CHIP, function: R, on date: 2018-12-07",committed-9_1581_10754_All
13729,cs_resurf,2019,3780,"COMB, function: R, on date: 2018-12-07",committed-9_1581_11615_All
13730,cs_resurf,2019,3433.5,"COMB, function: R, on date: 2018-12-07",committed-9_1581_12215_All
13736,cs_resurf,2019,1139,"VFILL, function: R, on date: 2018-12-07",committed-9_1581_15300_All
13771,cs_resurf,2019,1990.8,"2CHIP, function: R, on date: 2019-10-31",committed-9_1729_2922_All
13832,ac_resurf,2019,574.2,"SMA, function: R, on date: 2019-12-02",committed-9_2058_250_All
13836,ac_resurf,2019,469.2,"SMA, function: R, on date: 2019-12-02",committed-9_2060_80_All
13839,cs_resurf,2019,3579.3,"2CHIP, function: 2, on date: 2019-03-16",committed-9_2507_164_All
13853,cs_resurf,2019,2544.1,"B/S, function: R, on date: 2019-03-12",committed-9_2507_5638_All
13859,cs_rehab,2019,4378.5,"2CHIP, function: 1, on date: 2018-12-31",committed-9_2507_7271_All
13890,cs_resurf,2019,6855.8,"1CHIP, function: R, on date: 2019-10-31",committed-9_2521_1367_All
13912,cs_resurf,2019,3369.8,"2CHIP, function: R, on date: 2019-02-21",committed-9_2526_3934_All
13922,cs_resurf,2019,1056,"2CHIP, function: R, on date: 2019-04-04",committed-9_2526_6928_All
13932,cs_resurf,2019,11842,"2CHIP, function: R, on date: 2019-04-27",committed-9_2531_3840_All
13972,cs_resurf,2019,915.2,"2CHIP, function: R, on date: 2019-10-30",committed-9_2595_3257_All
14020,cs_resurf,2019,1193.2,"2CHIP, function: R, on date: 2019-02-25",committed-9_2602_8365_All
14027,cs_resurf,2019,4411.6,"2CHIP, function: R, on date: 2018-12-05",committed-9_2602_10406_All
14071,ac_resurf,2019,2101,"SMA, function: R, on date: 2019-05-21",committed-9_2604_1630_All
14091,cs_resurf,2019,2697.3,"2CHIP, function: R, on date: 2018-12-09",committed-9_2604_11292_All
14093,cs_resurf,2019,4714.2,"2CHIP, function: R, on date: 2018-12-09",committed-9_2604_12644_All
14114,cs_resurf,2019,1830,"1CHIP, function: R, on date: 2019-01-10",committed-9_2634_8840_All
14138,cs_resurf,2019,2953.2,"2CHIP, function: R, on date: 2019-04-04",committed-9_2806_9369_All
14162,cs_resurf,2019,2073.2,"VFILL, function: R, on date: 2019-02-13",committed-9_2825_0_All
14174,ac_resurf,2019,460,"SMA, function: R, on date: 2019-10-17",committed-9_3195_9393_L1
14176,ac_resurf,2019,460,"SMA, function: R, on date: 2019-10-17",committed-9_3195_9393_R1
14185,ac_resurf,2019,979,"SMA, function: R, on date: 2019-11-21",committed-9_3209_0_All
14186,ac_resurf,2019,315,"SMA, function: R, on date: 2019-11-21",committed-9_3210_0_All
14191,cs_resurf,2019,6633.2,"1CHIP, function: R, on date: 2019-11-05",committed-9_3210_1177_All
14195,cs_resurf,2019,6247.2,"3CHIP, function: R, on date: 2019-04-04",committed-9_3293_0_All
14196,cs_resurf,2019,2123.5,"3CHIP, function: R, on date: 2019-04-04",committed-9_3293_456_All
14197,cs_resurf,2019,1931.7,"3CHIP, function: R, on date: 2019-04-04",committed-9_3293_611_All
14199,cs_resurf,2019,7680,"3CHIP, function: R, on date: 2019-04-16",committed-9_3293_1352_All
14201,cs_resurf,2019,3123.2,"3CHIP, function: R, on date: 2019-04-16",committed-9_3293_2552_All
14203,cs_resurf,2019,4984,"3CHIP, function: R, on date: 2019-05-07",committed-9_3293_3396_All
14204,cs_resurf,2019,534,"3CHIP, function: R, on date: 2019-05-07",committed-9_3293_3956_All
14205,cs_resurf,2019,4806,"3CHIP, function: R, on date: 2019-05-07",committed-9_3293_4016_All
14206,cs_resurf,2019,2581,"3CHIP, function: R, on date: 2019-05-07",committed-9_3293_4556_All
14207,cs_resurf,2019,445,"3CHIP, function: R, on date: 2019-05-07",committed-9_3293_4846_All
14208,cs_resurf,2019,4485.6,"3CHIP, function: R, on date: 2019-05-07",committed-9_3293_4896_All
14209,cs_resurf,2019,534,"3CHIP, function: R, on date: 2019-05-07",committed-9_3293_5400_All
14210,cs_resurf,2019,3488,"3CHIP, function: R, on date: 2019-05-07",committed-9_3293_5460_All
14221,ac_resurf,2019,1900.8,"SMA, function: R, on date: 2019-03-02",committed-9_3294_7074_All
14222,ac_resurf,2019,1479.6,"SMA, function: R, on date: 2019-03-02",committed-9_3294_7250_All
14276,ac_resurf,2019,1170.4,"SMA, function: R, on date: 2019-11-22",committed-9_3329_5590_All
14313,cs_resurf,2019,6237,"B/S, function: R, on date: 2019-11-06",committed-9_3365_4330_All
14329,cs_resurf,2019,6600,"2CHIP, function: R, on date: 2019-10-31",committed-9_3365_10069_All
14330,cs_resurf,2019,1936,"2CHIP, function: R, on date: 2019-10-31",committed-9_3365_10669_All
14331,cs_resurf,2019,6600,"2CHIP, function: R, on date: 2019-02-17",committed-9_3365_10845_All
14332,cs_resurf,2019,909.5,"2CHIP, function: R, on date: 2019-02-18",committed-9_3365_11445_All
14337,cs_resurf,2019,5106.4,"VFILL, function: R, on date: 2019-02-19",committed-9_3365_12529_All
14341,ac_resurf,2019,325.775,"SMA, function: R, on date: 2019-03-18",committed-9_3367_1417_L1
14342,ac_resurf,2019,325.775,"SMA, function: R, on date: 2019-03-18",committed-9_3367_1417_R1
14420,ac_resurf,2019,409.5,"SMA, function: R, on date: 2019-11-29",committed-9_3684_13240_All
14470,cs_resurf,2019,3087.75,"OGPA, function: R, on date: 2019-01-13",committed-9_3942_11056_L1
14471,cs_resurf,2019,6227.25,"OGPA, function: R, on date: 2019-01-13",committed-9_3942_11056_L2
14472,cs_resurf,2019,3139.5,"OGPA, function: R, on date: 2019-01-13",committed-9_3942_11593_L1
14602,cs_resurf,2019,2257,"2CHIP, function: R, on date: 2019-03-27",committed-9_4050_14600_All
14611,cs_rehab,2019,2118.5,"2CHIP, function: 1, on date: 2019-05-23",committed-9_4050_18125_All
14612,ac_resurf,2019,1349,"AC, function: 2, on date: 2019-06-28",committed-9_4050_18348_All
14623,cs_resurf,2019,1296.9,"2CHIP, function: R, on date: 2019-03-26",committed-9_4052_10911_All
14682,cs_resurf,2019,2079,"2CHIP, function: R, on date: 2019-02-26",committed-10_321_4500_All
14683,cs_resurf,2019,1386,"2CHIP, function: R, on date: 2019-01-17",committed-10_321_4770_All
14691,cs_resurf,2019,2679.6,"RACK, function: R, on date: 2019-01-31",committed-10_321_6572_All
14692,cs_resurf,2019,1540,"2CHIP, function: R, on date: 2019-01-31",committed-10_321_6920_All
14734,cs_resurf,2019,4026,"RACK, function: R, on date: 2019-01-30",committed-10_322_7000_All
14766,cs_resurf,2019,3765.5,"2CHIP, function: R, on date: 2019-01-15",committed-10_323_8697_All
14776,cs_resurf,2019,2014.5,"2CHIP, function: R, on date: 2019-01-14",committed-10_323_11565_All
14841,ac_resurf,2019,921.3,"SMA, function: R, on date: 2019-01-31",committed-10_325_4391_All
14842,cs_resurf,2019,2207.8,"2CHIP, function: R, on date: 2019-01-15",committed-10_325_4502_All
14865,ac_resurf,2019,1294.8,"SMA, function: R, on date: 2019-01-30",committed-10_325_9420_All
14872,cs_resurf,2019,2199.6,"2CHIP, function: R, on date: 2019-01-18",committed-10_325_11818_All
14905,cs_resurf,2019,5363.5,"2CHIP, function: R, on date: 2019-03-21",committed-10_340_5729_All
14906,cs_resurf,2019,153,"2CHIP, function: R, on date: 2019-03-21",committed-10_340_6360_All
14907,cs_resurf,2019,3162,"2CHIP, function: R, on date: 2019-03-21",committed-10_340_6378_All
14908,cs_resurf,2019,9274.5,"2CHIP, function: R, on date: 2019-03-21",committed-10_340_6750_All
14928,cs_resurf,2019,8628.6,"B/S, function: R, on date: 2019-01-30",committed-10_341_8181_All
14929,cs_resurf,2019,6303.6,"2CHIP, function: 2, on date: 2018-11-23",committed-10_341_9363_All
14930,cs_resurf,2019,782,"2CHIP, function: 2, on date: 2018-11-23",committed-10_341_10290_All
14931,cs_resurf,2019,170,"2CHIP, function: 2, on date: 2018-11-23",committed-10_341_10405_All
14951,cs_resurf,2019,2305.1,"2CHIP, function: R, on date: 2019-01-13",committed-10_343_3191_All
14968,cs_resurf,2019,1560,"2CHIP, function: R, on date: 2019-01-10",committed-10_343_9120_All
15008,ac_resurf,2019,627,"SMA, function: R, on date: 2019-03-19",committed-10_346_4760_All
15012,cs_rehab,2019,726,"2CHIP, function: 1, on date: 2019-11-06",committed-10_346_6620_All
15032,cs_rehab,2019,708,"2CHIP, function: 1, on date: 2019-11-06",committed-10_346_14930_All
15077,ac_resurf,2019,556.8,"SMA, function: R, on date: 2019-03-20",committed-10_348_4243_All
15078,ac_resurf,2019,160,"SMA, function: R, on date: 2019-03-20",committed-10_348_4330_All
15079,ac_resurf,2019,249.6,"SMA, function: R, on date: 2019-03-20",committed-10_348_4355_All
15088,ac_resurf,2019,429.2,"SMA, function: R, on date: 2019-03-21",committed-10_348_7702_All
15123,cs_resurf,2019,4624,"2CHIP, function: R, on date: 2019-01-09",committed-10_349_8900_All
15136,cs_resurf,2019,3808,"2CHIP, function: R, on date: 2019-01-08",committed-10_350_6030_All
15161,cs_resurf,2019,1562,"2CHIP, function: R, on date: 2019-01-07",committed-10_351_6790_All
15170,cs_resurf,2019,7405.7,"2CHIP, function: R, on date: 2019-03-11",committed-10_1272_1864_All
15206,cs_resurf,2019,2264.4,"2CHIP, function: R, on date: 2019-02-25",committed-10_1344_539_All
15216,cs_resurf,2019,3704.4,"2CHIP, function: R, on date: 2019-02-25",committed-10_1344_4392_All
15224,cs_resurf,2019,4370.8,"2CHIP, function: R, on date: 2019-03-11",committed-10_1344_7664_All
15225,cs_resurf,2019,313.6,"2CHIP, function: R, on date: 2019-03-11",committed-10_1344_8110_All
15226,cs_resurf,2019,2146.2,"2CHIP, function: R, on date: 2019-03-11",committed-10_1344_8142_All
15227,cs_resurf,2019,4135.6,"2CHIP, function: R, on date: 2019-03-11",committed-10_1344_8361_All
15228,cs_resurf,2019,1734.6,"2CHIP, function: R, on date: 2019-03-07",committed-10_1344_8783_All
15229,cs_resurf,2019,147,"2CHIP, function: R, on date: 2019-03-07",committed-10_1344_8960_All
15230,cs_resurf,2019,1174.2,"2CHIP, function: R, on date: 2019-03-07",committed-10_1344_8975_All
15232,cs_resurf,2019,3749.2,"2CHIP, function: R, on date: 2019-03-11",committed-10_1344_11458_All
15259,cs_resurf,2019,2591.2,"2CHIP, function: R, on date: 2019-02-20",committed-10_1350_5245_All
15271,cs_resurf,2019,106.6,"2CHIP, function: R, on date: 2019-02-26",committed-10_1350_9985_All
15272,cs_resurf,2019,2896,"2CHIP, function: R, on date: 2019-02-26",committed-10_1350_9998_All
15284,cs_resurf,2019,5130,"2CHIP, function: 2, on date: 2019-01-30",committed-10_1362_5900_All
15287,cs_resurf,2019,5859.6,"1CHIP, function: R, on date: 2019-01-24",committed-10_1362_7132_All
15307,ac_resurf,2019,1278,"SMA, function: R, on date: 2019-09-29",committed-10_1374_171_All
15314,cs_resurf,2019,3051,"2CHIP, function: R, on date: 2019-02-14",committed-10_1374_1260_All
15325,cs_resurf,2019,9909,"RACK, function: R, on date: 2019-01-17",committed-10_1374_8450_All
15326,cs_resurf,2019,6436.8,"RACK, function: R, on date: 2019-01-17",committed-10_1374_9184_All
